index,category,split,prediction,answer,correct,logit_A,logit_B,logit_C,logit_D,question
119,high_school_statistics,test,A,D,0,20.625,20.625,20.375,20.5,Two possible wordings for a questionnaire on a proposed school budget increase are as follows:
120,high_school_statistics,test,C,C,1,23.625,24.125,24.75,23.625,"Company I manufactures demolition fuses that burn an average of 50 minutes with a standard deviation of 10 minutes, while company II advertises fuses that burn an average of 55 minutes with a standard deviation of 5 minutes. Which company's fuse is more likely to last at least 1 hour? Assume normal distributions of fuse times."
121,high_school_statistics,test,C,D,0,21.75,24.25,24.75,24.375,"In a random sample of Toyota car owners, 83 out of 112 said they were satisfied with the Toyota front-wheel drive, while in a similar survey of Subaru owners, 76 out of 81 said they were satisfied with the Subaru four-wheel drive. A 90% confidence interval estimate for the difference in proportions between Toyota and Subaru car owners who are satisfied with their drive systems is reported to be -0.197 ± 0.081. Which is a proper conclusion?"
122,high_school_statistics,test,D,C,0,24.625,23.875,24.0,24.875,Which of the following statements about the correlation coefficient is true?
123,high_school_statistics,test,C,C,1,24.125,23.875,25.25,24.5,"A school board of a large school district is proposing a new dress code for students. Some students feel that this dress code unfairly targets female students. To see if there is a difference between boys and girls in their opposition to the new dress code, they conduct a poll of 60 randomly selected male and 70 randomly selected female high school students in the district. They find that 66 females oppose the dress code and 50 males oppose the dress code. Which of the following explains why a two-proportion z-test is not appropriate?"
124,high_school_statistics,test,B,B,1,23.75,24.125,23.75,23.625,"A soft drink dispenser can be adjusted to deliver any fixed number of ounces. If the machine is operating with a standard deviation in delivery equal to 0.3 ounce, what should be the mean setting so that a 12-ounce cup will overflow less than 1% of the time? Assume a normal distribution for ounces delivered."
125,high_school_statistics,test,A,D,0,24.875,24.75,24.375,24.625,"The average number of calories in Yum-Yum Good candy bars is 210, with a standard deviation of 10. If the number of calories per candy bar is normally distributed, what percent of candy bars contain more than 225 calories?"
126,high_school_statistics,test,B,D,0,22.25,23.0,22.625,23.0,"The mean daily demand for bread at a popular bakery is 2,500 loaves, with a standard deviation of 225 loaves. Every morning the bakery bakes 3,000 loaves. What is the probability that today it will run out of bread? Assume that the mean daily demand for bread at this bakery is normally distributed."
127,high_school_statistics,test,B,D,0,21.875,22.25,22.0,21.875,"Two dice are rolled simultaneously. If both dice show 6, then the player wins $20; otherwise the player loses the game. It costs $2.00 to play the game. What is the expected gain or loss per game?"
128,high_school_statistics,test,B,D,0,22.5,22.875,22.25,22.625,Suppose you toss a fair die three times and it comes up an even number each time. Which of the following is a true statement?
129,high_school_statistics,test,B,D,0,22.75,23.375,22.625,23.25,"Taxicabs in a metropolitan area are driven an average of 75,000 miles per year with a standard deviation of 12,000 miles. What is the probability that a randomly selected cab has been driven less than 100,000 miles if it is known that it has been driven over 80,000 miles? Assume a normal distribution of miles per year among cabs."
130,high_school_statistics,test,D,D,1,23.75,23.25,23.25,24.125,The registrar’s office at a university has noticed that a large number of students fail to report a change of address. The registrar decides to take a random sample of 150 students from the current directory of students and determine the number of students with the correct addresses on record. He then uses this information to construct a 95 percent confidence interval. Which of the following statements must be true?
131,high_school_statistics,test,C,B,0,21.625,22.0,22.25,21.625,"A botanist is interested in testing H0: μ = 3.5 cm versus Ha: μ > 3.5, where μ = the mean petal length of one variety of flowers. A random sample of 50 petals gives significant results at a 5 percent level of significance. Which of the following statements about the confidence interval to estimate the mean petal length is true?"
132,high_school_statistics,test,A,D,0,20.0,20.0,19.75,20.0,A dentist has noticed that about two children in every seven whom he sees professionally develop cavities before they turn 10 years old. Last week he examined the teeth of five unrelated children younger than 10. Let X be the number of children who develop cavities before turning 10. Which of the following gives the probability that at least one will develop a cavity before turning 10?
133,high_school_statistics,test,B,D,0,23.0,24.75,23.25,22.625,Which of the following is NOT true of the χ2 probability distribution function?
134,high_school_statistics,test,D,D,1,21.375,21.0,21.375,21.625,"The relation between the selling price of a car (in $1,000) and its age (in years) is estimated from a random sample of cars of a specific model. The relation is given by the following formula: Selling price = 15.9 – 0.983 (age) Which of the following can we conclude from this equation?"
135,high_school_statistics,test,C,C,1,22.0,22.25,22.5,22.0,Consider a hypothesis test with H0 : μ = 70 and Ha : μ < 70. Which of the following choices of significance level and sample size results in the greatest power of the test when μ = 65?
136,high_school_statistics,test,A,B,0,23.875,23.0,23.375,23.125,"A farmer who raises hens for egg production wants his eggs to have a mean mass of 56 grams. He is considering the purchase of a different type of hen, so he took a random sample of 18 eggs laid by this type of hen. The distribution of the masses is symmetric and mound-shaped with a mean of 54.1 grams and no outliers. The farmer conducted a t-test to see if there is evidence that the eggs from these hens have a mean mass that is different from 56 g and got a test statistic of t= -1.973. If he uses a 5% significance level, which is the correct conclusion and reason?"
137,high_school_statistics,test,B,B,1,20.25,28.625,24.375,27.125,A school committee member is lobbying for an increase in the gasoline tax to support the county school system. The local newspaper conducted a survey of county residents to assess their support for such an increase. What is the population of interest here?
138,high_school_statistics,test,D,D,1,23.375,23.5,23.125,27.375,"To survey the opinions of the students at your high school, a researcher plans to select every twenty-fifth student entering the school in the morning. Assuming there are no absences, will this result in a simple random sample of students attending your school?"
139,high_school_statistics,test,B,C,0,24.875,25.25,24.875,25.0,Which of the following is a true statement?
140,high_school_statistics,test,B,D,0,22.75,23.375,22.875,23.125,"An automobile service station performs oil changes and tire replacements, as well as other services. Sixty percent of its customers request an oil change, 30 percent request tire replacements, and 10 percent request both. A customer requests an oil change. What is the probability this customer does not request tire replacements?"
141,high_school_statistics,test,D,D,1,23.5,23.625,24.0,24.125,Which of the following statements is false?
142,high_school_statistics,test,B,C,0,21.875,23.0,22.375,22.0,"A kidney dialysis center periodically checks a sample of its equipment and performs a major recalibration if readings are sufficiently off target. Similarly, a fabric factory periodically checks the sizes of towels coming off an assembly line and halts production if measurements are sufficiently off target. In both situations, we have the null hypothesis that the equipment is performing satisfactorily. For each situation, which is the more serious concern, a Type I or Type II error?"
143,high_school_statistics,test,A,A,1,25.375,24.125,23.0,22.75,"A company with offices in five different countries is interested in estimating the proportion of its employees in favor of banning smoking on the office premises. It is known that the views of people from different countries on issues like smoking tend to vary due to the influence of different local social structures. Which of the following is an appropriate sampling technique to use in this situation, and why?"
144,high_school_statistics,test,D,D,1,23.875,24.375,24.125,24.5,"Semir rolls a six-sided die every morning to determine what he will have for breakfast. If he rolls a 1 or 2, he takes time to cook himself a big breakfast. If he rolls a 3 or larger he grabs a quick lighter breakfast. When he cooks himself a big breakfast, there is a 15% chance he will be late for school. If he has a lighter breakfast, there is a 6% chance he will be late for school. What is the probability Semir will be on time for school any given day?"
145,high_school_statistics,test,A,D,0,24.875,24.25,23.25,24.875,"A teacher's union and a school district are negotiating salaries for the coming year. The teachers want more money, and the district, claiming, as always, budget constraints, wants to pay as little as possible. The district, like most, has a large number of moderately paid teachers and a few highly paid administrators. The salaries of all teachers and administrators are included in trying to figure out, on average, how much the professional staff currently earn. Which of the following would the teachers' union be most likely to quote during negotiations?"
146,high_school_statistics,test,D,D,1,23.5,22.125,22.75,24.375,"The Hardcore Construction Company has two offices, one in Atlanta and one in New Orleans. Fifteen engineers work in the Atlanta office, and 14 engineers work in the New Orleans office. The business manager decided to use a 2-sample t-test to compare the mean salaries of engineers in the two offices. Because there were only 15 engineers in one office and 14 engineers in the other, he used the salaries of all the engineers in the computation. Is the 2-sample t-test an appropriate inferential technique in this situation?"
147,high_school_statistics,test,C,C,1,24.0,24.25,24.875,24.0,"For the regression line, which of the following statements about residuals is true?"
148,high_school_statistics,test,B,D,0,23.125,25.125,22.25,22.75,"A reading specialist in a large public school system believes that the more time students spend reading, the better they will do in school. She plans a middle school experiment in which an SRS of 30 eighth graders will be assigned four extra hours of reading per week, an SRS of 30 seventh graders will be assigned two extra hours of reading per week, and an SRS of 30 sixth graders with no extra assigned reading will be a control group. After one school year, the mean GPAs from each group will be compared. Is this a good experimental design?"
149,high_school_statistics,test,D,D,1,24.625,24.625,25.125,27.375,What is a sampling distribution?
150,high_school_statistics,test,B,C,0,23.625,23.75,23.375,23.25,"A farmer wants to know whether a new fertilizer has increased the mean weight of his apples. With the old fertilizer, the mean weight was 4.0 ounces per apple. The farmer decides to test H0: μ = 4.0 ounces versus Ha : μ > 4.0 ounces, at a 5 percent level of significance, where μ = the mean weight of apples using the new fertilizer. The weights of apples are approximately normally distributed. The farmer takes a random sample of 16 apples and computes a mean of 4.3 ounces and a standard deviation of 0.6 ounces. Which of the following gives the p-value for this test?"
151,high_school_statistics,test,A,B,0,26.625,25.5,24.75,24.625,"In a study on the effect of music on worker productivity, employees were told that a different genre of background music would be played each day and the corresponding production outputs noted. Every change in music resulted in an increase in production. This is an example of"
152,high_school_statistics,test,C,A,0,23.375,23.625,23.875,23.625,"In a clinical trial, 30 sickle cell anemia patients are randomly assigned to two groups. One group receives the currently marketed medicine, and the other group receives an experimental medicine. Each week, patients report to the clinic where blood tests are conducted. The lab technician is unaware of the kind of medicine the patient is taking. This design can be described as"
153,high_school_statistics,test,B,C,0,21.875,22.75,22.625,22.25,"Suppose that the weights of trucks traveling on the interstate highway system are normally distributed. If 70% of the trucks weigh more than 12,000 pounds and 80% weigh more than 10,000 pounds, what are the mean and standard deviation for the weights of trucks traveling on the interstate system?"
154,high_school_statistics,test,B,A,0,23.25,23.5,23.25,23.0,An insurance agent is successful in selling a life insurance policy to 20 percent of the customers he contacts. He decides to construct a simulation to estimate the mean number of customers he needs to contact before being able to sell a policy. Which of the following schemes should he use to do the simulation?
155,high_school_statistics,test,A,D,0,23.875,23.125,23.375,23.5,"The midterm scores for a statistics course were approximately normally distributed with a mean of 52 points and a standard deviation of 4 points. The final exam scores were approximately normally distributed with a mean of 112 points and a standard deviation of 10 points. One student had a score of 58 points on the midterm. If she had the same standardized score (z-score) on the final exam, what must her score have been?"
156,high_school_statistics,test,A,C,0,23.75,23.5,23.75,23.375,The sampling distribution of the sample mean is close to the normal distribution
157,high_school_statistics,test,D,B,0,20.75,21.25,21.75,25.375,"Suppose H0: p = 0.6, and the power of the test for Ha: p = 0.7 is 0.8. Which of the following is a valid conclusion?"
158,high_school_statistics,test,B,B,1,23.375,23.75,23.25,23.25,"In one metropolitan region, technical writers have an annual salary that is approximately normally distributed with a mean of $55,800. The first quartile of salaries is $48,815. What is the standard deviation?"
159,high_school_statistics,test,D,C,0,22.75,23.0,23.0,23.125,"The amount of rainfall per month in a certain city is approximately normally distributed, with a mean of six inches and a standard deviation of 1.6 inches. Which of the following is the highest amount of rainfall, in inches, this city could have this month for the month to be among the 10percent driest months the city has seen?"
160,high_school_statistics,test,D,D,1,23.0,25.875,25.25,29.125,Which of the following is most useful in establishing cause-and-effect relationships?
161,high_school_statistics,test,A,C,0,25.625,23.625,25.5,24.125,A sports talk show asks people to call in and give their opinion of the officiating in the local basketball team's most recent loss. What will most likely be the typical reaction?
162,high_school_statistics,test,D,B,0,22.625,23.125,22.875,23.5,Alfred and Ben don't know each other but are each considering asking the lovely Charlene to the school prom. The probability that at least one of them will ask her is 0.72. The probability that they both ask her is 0.18. The probability that Alfred asks her is 0.6. What is the probability that Ben asks Charlene to the prom?
163,high_school_statistics,test,B,B,1,22.75,23.5,23.25,23.0,"A random sample of 25 men and a separate random sample of 25 women are selected to answer questions about attitudes toward abortion. The answers were categorized as ""pro-life"" or ""pro-choice."" Which of the following is the proper null hypothesis for this situation?"
164,high_school_statistics,test,D,D,1,22.5,25.0,24.75,25.25,A 2008 survey of 500 households concluded that 82% of the population uses grocery coupons. Which of the following best describes what is meant by the poll having a margin of error of 3%?
165,high_school_statistics,test,D,D,1,22.75,24.625,24.5,25.0,A hypothesis test is set up so that P(rejecting H0 when H0 is true) = 0.05 and P(failing to reject H0 when H0 is false) = 0.26. What is the power of the test?
166,high_school_statistics,test,B,D,0,24.25,25.125,24.125,23.375,"For a class project, Charlotte recorded the heights of all 28 students in her class and calculated several statistics. She then realized she made an error recording the height of the tallest person in the class. She correctly had him listed as the tallest, but needed to add two inches to his recorded height to correct it. Which of these measures of spread must remain unchanged?"
167,high_school_statistics,test,B,C,0,26.5,27.25,25.25,26.25,The main purpose of blocking in an experiment is to:
168,high_school_statistics,test,D,B,0,24.125,25.25,26.875,27.375,A manufacturer of motor oil is interested in testing the effects of a newly developed additive on the lifespan of an engine. Twenty-five different engine types are selected at random and each one is tested using oil with the additive and oil without the additive. What type of analysis will yield the most useful information?
169,high_school_statistics,test,B,D,0,22.25,22.875,22.875,22.25,"To determine the average cost of running for a congressional seat, a simple random sample of 50 politicians is chosen and the politicians' records examined. The cost figures show a mean of $125,000 with a standard deviation of $32,000. Which of the following is the best interpretation of a 90% confidence interval estimate for the average cost of running for office?"
170,high_school_statistics,test,B,A,0,22.75,23.25,22.875,23.125,"A filling machine puts an average of four ounces of coffee in jars, with a standard deviation of 0.25 ounces. Forty jars filled by this machine are selected at random. What is the probability that the mean amount per jar filled in the sampled jars is less than 3.9 ounces?"
171,high_school_statistics,test,C,C,1,22.625,24.625,30.5,21.25,"A town has one high school, which buses students from urban, suburban, and rural communities. Which of the following samples is recommended in studying attitudes toward tracking of students in honors, regular, and below-grade classes?"
172,high_school_statistics,test,B,D,0,22.375,22.875,22.375,22.625,"A shipment of resistors have an average resistance of 200 ohms with a standard deviation of 5 ohms, and the resistances are normally distributed. Suppose a randomly chosen resistor has a resistance under 194 ohms. What is the probability that its resistance is greater than 188 ohms?"
173,high_school_statistics,test,B,C,0,24.0,24.625,23.875,23.75,A major polling organization wants to predict the outcome of an upcoming national election (in terms of the proportion of voters who will vote for each candidate). They intend to use a 95% confidence interval with margin of error of no more than 2.5%. What is the minimum sample size needed to accomplish this goal?
174,high_school_statistics,test,A,B,0,24.5,22.625,22.375,24.125,"Given that the sample has a standard deviation of zero, which of the following is a true statement?"
175,high_school_statistics,test,B,A,0,20.375,21.0,20.625,20.875,"The number of customers served per day by a large department store is normally distributed, with a mean of 3,250 customers and a standard deviation of 320. Find the range of customers served on the middle 50 percent of days."
176,high_school_statistics,test,B,D,0,22.875,23.125,22.875,22.875,"Suppose that 54% of the graduates from your high school go on to 4-year colleges, 20% go on to 2-year colleges, 19% find employment, and the remaining 7% search for a job. If a randomly selected student is not going on to a 2-year college, what is the probability she will be going on to a 4-year college?"
177,high_school_statistics,test,C,A,0,22.875,25.25,27.25,22.875,"The Department of Health plans to test the lead level in a specific park. Because a high lead level is harmful to children, the park will be closed if the lead level exceeds the allowed limit. The department randomly selects several locations in the park, gets soil samples from those locations, and tests the samples for their lead levels. Which of the following decisions would result from the type I error?"
178,high_school_statistics,test,B,D,0,23.0,23.875,22.125,21.5,"For a class project, a student wants to see if boys and girls at their large high school differ in the number of contacts they have stored in their phone. The student conducts a survey of 50 randomly sampled boys and 40 randomly selected girls, and asks them to report the number of contacts. Which of the following is true about this situation?"
179,high_school_statistics,test,B,C,0,22.375,22.875,22.625,22.625,The probability is 0.2 that a value selected at random from a normal distribution with mean 600 and standard deviation 15 will be above what number?
180,high_school_statistics,test,D,B,0,25.5,25.5,25.125,26.0,"In a group of 10 scores, the largest score is increased by 40 points. What will happen to the mean?"
181,high_school_statistics,test,B,D,0,23.5,24.375,23.5,22.125,"The distribution of salaries of a county school system with 4,752 employees is known to be right skewed, with the superintendent’s salary an outlier on the higher side. A random sample of 20 employees was taken and their salaries recorded. A 95 percent t-confidence interval for the mean salary of the county school system employees is ($15,360, $32,470). The t-confidence interval is not appropriate in this situation because"
182,high_school_statistics,test,B,B,1,23.0,23.625,22.875,22.625,Assume that the masses of chicken eggs are normally distributed with a mean of 45 g and a standard deviation of 4 g. What mass of egg would be the 25th percentile of the masses of all the eggs?
183,high_school_statistics,test,D,D,1,23.5,22.875,23.625,24.75,"A recent poll reported that 43% of Americans approve of the job the president is doing, with a margin of sampling error of ±3.2% at a 95% level of confidence. Which of these correctly interprets that margin of error?"
184,high_school_statistics,test,D,D,1,27.0,27.625,27.0,28.0,What is the probability of a Type II error when a hypothesis test is being conducted at the 10% significance level (α = 0.10)?
185,high_school_statistics,test,D,D,1,21.75,22.75,22.5,23.125,"In comparing the life expectancies of two models of refrigerators, the average years before complete breakdown of 10 model A refrigerators is compared with that of 15 model B refrigerators. The 90% confidence interval estimate of the difference is (6, 12). Which of the following is the most reasonable conclusion?"
186,high_school_statistics,test,D,B,0,23.25,24.375,24.0,24.875,A medicine is known to produce side effects in one in five patients taking it. Suppose a doctor prescribes the medicine to four unrelated patients. What is the probability that none of the patients will develop side effects?
187,high_school_statistics,test,B,A,0,22.875,24.125,23.125,23.5,Which of the following is notan advantage of stratified random sampling over simple random sampling?
188,high_school_statistics,test,B,C,0,22.25,22.75,22.125,22.5,"In the casino game of roulette, there are 38 slots for a ball to drop into when it is rolled around the rim of a revolving wheel: 18 red, 18 black, and 2 green. What is the probability that the first time a ball drops into the red slot is on the 8th trial (in other words, suppose you are betting on red every time-what is the probability of losing 7 straight times before you win the first time)?"
189,high_school_statistics,test,B,A,0,24.625,25.75,25.375,24.625,"A talk show host recently reported that in response to his on-air question, 82% of the more than 2500 e-mail messages received through his publicized address supported the death penalty for anyone convicted of selling drugs to children. What does this show?"
190,high_school_statistics,test,C,C,1,23.5,23.625,23.75,23.625,"To determine the average number of children living in single-family homes, a researcher picks a simple random sample of 50 such homes. However, even after one follow-up visit the interviewer is unable to make contact with anyone in 8 of these homes. Concerned about nonresponse bias, the researcher picks another simple random sample and instructs the interviewer to keep trying until contact is made with someone in a total of 50 homes. The average number of children is determined to be 1.73. Is this estimate probably too low or too high?"
191,high_school_statistics,test,D,A,0,23.0,23.625,23.25,24.875,"If all the values of a data set are the same, all of the following must equal zero except for which one?"
192,high_school_statistics,test,B,C,0,23.875,24.125,24.0,24.0,A university sent out a survey to a random sample of 120 recent graduates to see how those graduates feel about the education they received. Thirty-two of the graduates did not respond to the survey. Which of these would be the best way to proceed?
193,high_school_statistics,test,B,D,0,21.125,21.5,21.125,21.125,"Given the probabilities P(A) = 0.3 and P(B) = 0.2, what is the probability of the union P(A ∪ B) if A and B are mutually exclusive? If A and B are independent? If B is a subset of A?"
194,high_school_statistics,test,C,C,1,25.125,25.375,29.25,24.625,Which of the following is true about any discrete probability distribution of a random variable X?
195,high_school_statistics,test,D,C,0,24.25,23.75,24.25,24.625,Which among the following would result in the narrowest confidence interval?
196,high_school_statistics,test,D,D,1,23.875,25.0,24.625,25.125,"The correlation between height in inches and weight in pounds for a particular class is 0.65. If the heights are converted from inches to centimeters, what will the correlation be? (1 in. = 2.54 cm)"
197,high_school_statistics,test,B,D,0,24.375,24.75,24.125,24.375,The number of days it takes to build a new house has a variance of 386. A sample of 40 new homes shows an average building time of 83 days. With what confidence can we assert that the average building time for a new house is between 80 and 90 days?
198,high_school_statistics,test,B,B,1,22.125,23.0,22.375,22.375,A significance test of the hypothesis H0: p= 0.3 against the alternative HA: p> 0.3 found a value of = 0.35 for a random sample of size 95. What is the P-value of this test?
199,high_school_statistics,test,A,A,1,22.875,21.875,20.875,22.125,"Two events A and B each have a nonzero probability. If A and B are independent, which of the following statements is true?"
200,high_school_statistics,test,B,A,0,24.25,25.25,23.25,23.5,"A teacher believes that giving her students a practice quiz every week will motivate them to study harder, leading to a greater overall understanding of the course material. She tries this technique for a year, and everyone in the class achieves a grade of at least C. Is this an experiment or an observational study?"
201,high_school_statistics,test,C,D,0,24.875,23.875,27.625,27.125,Which of these is the best description of a P-value?
202,high_school_statistics,test,B,D,0,23.875,24.5,23.75,24.125,"The financial aid office at a state university conducts a study to determine the total student costs per semester. All students are charged $4500 for tuition. The mean cost for books is $350 with a standard deviation of $65. The mean outlay for room and board is $2800 with a standard deviation of $380. The mean personal expenditure is $675 with a standard deviation of $125. Assuming independence among categories, what is the standard deviation of the total student costs?"
203,high_school_statistics,test,B,D,0,22.875,23.125,22.625,22.75,"Self-efficacy (the belief that one has control over one's situation) as it related to job satisfaction was studied. When a group of teachers rated their ability to control their situation and their satisfaction with their job, the two variables had a correlation of 0.30. Which statement follows from this correlation?"
204,high_school_statistics,test,D,D,1,24.625,25.25,25.375,26.75,"Suppose X and Y are random variables with E(X) = 312, var(X) = 6, E(X) = 307, and var(Y) = 8. What are the expected value and variance of the random variable X + Y?"
205,high_school_statistics,test,D,D,1,20.75,20.875,21.375,22.875,"Consider the two sets X = {10, 30, 45, 50, 55, 70, 90} and Y = {10, 30, 35, 50, 65, 70, 90}. Which of the following is false?"
206,high_school_statistics,test,D,D,1,24.5,24.375,24.75,26.875,Which of the following is a true statement?
207,high_school_statistics,test,A,A,1,23.875,23.75,23.0,23.75,"A researcher is hoping to find a predictive linear relationship between the explanatory and response variables in her study. Accordingly, as part of her analysis she plans to generate a 95% confidence interval for the slope of the regression line for the two variables. The interval is determined to be (0.45, 0.80). Which of the following is (are) true? (Assume conditions for inference are met.) I. She has good evidence of a linear relationship between the variables. II. It is likely that there is a non-zero correlation (r) between the two variables. III. It is likely that the true slope of the regression line is 0."
208,high_school_statistics,test,B,D,0,22.625,23.125,22.75,22.875,A student organization at a university is interested in estimating the proportion of students in favor of showing movies biweekly instead of monthly. How many students should be sampled to get a 90 percent confidence interval with a width of at most 0.08?
209,high_school_statistics,test,D,C,0,26.0,26.0,25.75,26.875,A correlation of 0.6 indicates that the percentage of variation in y that is explained by the variation in x is how many times the percentage indicated by a correlation of 0.3?
210,high_school_statistics,test,D,D,1,22.875,22.875,22.875,23.375,For which of the following is it appropriate to use a census?
211,high_school_statistics,test,D,D,1,24.75,25.25,24.625,28.5,Which of the following is the best description of the power of a significance test?
212,high_school_statistics,test,B,C,0,24.0,24.5,24.125,24.375,A drug company will conduct a randomized controlled study on the effectiveness of a new heart disease medication called Heartaid. Heartaid is more expensive than the currently used medication. The analysis will include a significance test with H0: Heartaid and the current medication are equally effective at preventing heart disease and HA: Heartaid is more effective than the current medication at preventing heart disease. Which of these would be a potential consequence of a Type II error?
213,high_school_statistics,test,B,A,0,23.375,23.5,23.5,23.375,Two classes take the same exam. Suppose a certain score is at the 40th percentile for the first class and at the 80th percentile for the second class. Which of the following is the most reasonable conclusion?
214,high_school_statistics,test,D,D,1,22.375,23.0,22.875,24.875,"The mean thrust of a certain model jet engine is 9500 pounds. Concerned that a production process change might have lowered the thrust, an inspector tests a sample of units, calculating a mean of 9350 pounds with a z-score of -2.46 and a P-value of 0.0069. Which of the following is the most reasonable conclusion?"
215,high_school_statistics,test,D,D,1,25.25,20.375,21.25,27.625,"When the point (15,2) is included, the slope of regression line (y= a+ bx) is b= -0.54. The correlation is r= -0.82. When the point is removed, the new slope is -1.04 and the new correlation coefficient is -0.95. What name is given to a point whose removal has this kind of effect on statistical calculations?"
